text,sentiment,clean_text
"Sasa Uber wananiongezea bei kila siku lakini huduma ni ya ya kunidunda, customer care ni wasee wa kuongea tu",Negative,"sasa uber wananiongezea bei kila siku lakini huduma ni ya ya kunidunda, customer care ni wasee wa kuongea tu"
"Manze Airtel network imekufa the whole morning, sina connection kabisa 👎🏾",Negative,"manze airtel network imekufa the whole morning, sina connection kabisa"
"Safaricom network speed leo ni kawaida, sio mbaya sana",Neutral,"safaricom network speed leo ni kawaida, sio mbaya sana"
Nimekuwa nikiwait since morning KCB aaapp kunijibu kuhusu pesa zangu zilizopotea customer service ni wasee wa kuongea tu,Negative,nimekuwa nikiwait since morning kcb app kunijibu kuhusu pesa zangu zilizopotea customer service ni wasee wa kuongea tu
Habari Gallus Asante kwa taharifaPole kwa Changamoto ulizo kutana nazo Tutawasiliana na Tawi Husika kuweza Litatua hiyo,Neutral,habari gallus asante kwa taharifapole kwa changamoto ulizo kutana nazo tutawasiliana na tawi husika kuweza litatua hiyo
Nimesubiri Bolt app dakika kumi bila dere kupatikana app inanidunda 🤦🏾‍♂️,Negative,nimesubiri bolt app dakika kumi bila dere kupatikana app inanidunda
Hii Uber dere kakataa booking,Negative,hii uber dere kakataa booking
"This Little app app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni wasee wa kuongea tu 😞",Negative,"this little app app keeps crashing, kudunda kila time nina-book ride, mbogi ya support yao ni wasee wa kuongea tu"
Naona Uber Kenya na Little aaapp fares ni almost same leo tu vile ni,Neutral,naona uber kenya na little app fares ni almost same leo tu vile ni
"Airtel wametuma SMS kuhusu tariff changes, vile vile",Neutral,"airtel wametuma sms kuhusu tariff changes, vile vile"
"Sawa kabisa, Uber wamenipea driver mzuri na bei poa, hakuna noma 💯",Positive,"sawa kabisa, uber wamenipea driver mzuri na bei poa, hakuna noma"
Anyone knows M-Pesa app transactioooon limit kwa siku ni ngapi?,Neutral,anyone knows m-pesa app transaction limit kwa siku ni ngapi?
"This Faras app keeps crashing, kudunda kila time nina-book ride, mbogi ya customer care ni wapuuzi 😞",Negative,"this faras app keeps crashing, kudunda kila time nina-book ride, mbogi ya customer care ni wapuuzi"
"Why is Tala interest rate so noma, wanachukua 50 bob extra kila mwezi, ni wizi tu",Negative,"why is tala interest rate so noma, wanachukua 50 bob extra kila mwezi, ni wizi tu"
Watu wengi wangependa kuelewa kwa upana zaidi kuhusiana na suala la kushikana mkono handshakes kwani kila mazingira,Positive,watu wengi wangependa kuelewa kwa upana zaidi kuhusiana na suala la kushikana mkono handshakes kwani kila mazingira
Nimealikwa na BAWACHA leo siku ya dunia Nimejifunza kitu muhimu sana Oppression KUTESA haileti FURAHA CDM wameteswa,Neutral,nimealikwa na bawacha leo siku ya dunia nimejifunza kitu muhimu sana oppression kutesa haileti furaha cdm wameteswa
Honestly Bolt customer care walinisaidia bro fast pole pole wanaboresha 💯,Positive,honestly bolt customer care walinisaidia bro fast pole pole wanaboresha
"That Airtel Money app update ni legit, sasa nina-track expenses zangu rahisi 😂🔥",Positive,"that airtel money app update ni legit, sasa nina-track expenses zangu rahisi"
"Little Cab support walinijibu after a day, response time ilikuwa tu vile ni",Neutral,"little cab support walinijibu after a day, response time ilikuwa tu vile ni"
Kumbuka miti hubadilisha majani yake wala sio mizizi yake,Neutral,kumbuka miti hubadilisha majani yake wala sio mizizi yake
Habari Ahsante kwa kuwasiliana nasi Tunaomba kujua wewe ni wakala wa usajili endapo wewe ni wakala wa usajili tunakushauri wasiliana na kiongozi wako wa eneo kwa msaada zaidi AhsanteJK,Neutral,habari ahsante kwa kuwasiliana nasi tunaomba kujua wewe ni wakala wa usajili endapo wewe ni wakala wa usajili tunakushauri wasiliana na kiongozi wako wa eneo kwa msaada zaidi ahsantejk
Love how Little app hawa wa support 'responds promptly' afteeeer only from yesterday true customer care 🙃,Negative,love how little app hawa wa support 'responds promptly' after only from yesterday true customer care
"Nimekuwa nikiwait since morning M-pesa kunijibu kuhusu pesa zangu zilizopotea, support team ni wasee wa kuongea tu 😞",Negative,"nimekuwa nikiwait since morning m-pesa kunijibu kuhusu pesa zangu zilizopotea, support team ni wasee wa kuongea tu"
"Ai M-Pesa app wamenitoza 5k bila kunieleza, hii ni wizi wa ya kunidunda 😤",Negative,"ai m-pesa app wamenitoza 5k bila kunieleza, hii ni wizi wa ya kunidunda"
"Nashukuruuu Equity Bank customer care walinisaidia kurudisha 2k ilikuwa imepotea, huduma ni freshi",Positive,"nashukuru equity bank customer care walinisaidia kurudisha 2k ilikuwa imepotea, huduma ni freshi"
"Uber hawa wa support ni wapuuzi, nimetuma complaint mara nne hakuna majibu 😭",Negative,"uber hawa wa support ni wapuuzi, nimetuma complaint mara nne hakuna majibu"
"Naona Uber na Uber fares ni almost same leo, maybe",Neutral,"naona uber na uber fares ni almost same leo, maybe"
Kweico kutoka Kilimanjaro kazi walizofanya 2018 Kuimarisha uchumi ndani ya nyumba na kuwatafutia masoko kuzuia ukatili wa,Neutral,kweico kutoka kilimanjaro kazi walizofanya 2018 kuimarisha uchumi ndani ya nyumba na kuwatafutia masoko kuzuia ukatili wa
Kua makini kwenye maishaHuenda unachokitafuta kipo kwa yule unaemdharau,Positive,kua makini kwenye maishahuenda unachokitafuta kipo kwa yule unaemdharau
Nimepoteza 500 bob kwa M-Shwari kwa transaction iliyofail lakini hawajarudisha pesa customer care ni wajuaji,Negative,nimepoteza 500 bob kwa m-shwari kwa transaction iliyofail lakini hawajarudisha pesa customer care ni wajuaji
Sawa kabisa Uber wamenipea driver mzuri na bei poa hakuna noma 🎉,Positive,sawa kabisa uber wamenipea driver mzuri na bei poa hakuna noma
HABARI NJEMA KWA MASHIBIKI ZANGU Kwa mujibu wa viwango vilivyotolewa na mtandao wa ngumi za kulipwa wa dunia,Positive,habari njema kwa mashibiki zangu kwa mujibu wa viwango vilivyotolewa na mtandao wa ngumi za kulipwa wa dunia
"Equity Bank wamenibloki account yangu bila reason, nimepiga support team mara nne, hii ni noma ya kuniboo 🤬",Negative,"equity bank wamenibloki account yangu bila reason, nimepiga support team mara nne, hii ni noma ya kuniboo"
"Airtel network speed leo ni labda, sio mbaya sana",Neutral,"airtel network speed leo ni labda, sio mbaya sana"
"Eee nimetuma pesa kwa wrong number kupitia Equity Bank na hawawezi kurudisha, customer care ni wasee wa kuongea tu",Negative,"e nimetuma pesa kwa wrong number kupitia equity bank na hawawezi kurudisha, customer care ni wasee wa kuongea tu"
Hii ni Hatua Muhimu sana pongezi kwa kikao hicho binafsi ninaamini kuwa pamoja na miundombinu ndani ya Msitu wa Pugu kuan,Positive,hii ni hatua muhimu sana pongezi kwa kikao hicho binafsi ninaamini kuwa pamoja na miundombinu ndani ya msitu wa pugu kuan
Mdogowangu Dengelesi anapendwa sana na Cocosiku atutie aibu sijui tutaficha wapi sura zetu wasukuma wa Mwanza,Positive,mdogowangu dengelesi anapendwa sana na cocosiku atutie aibu sijui tutaficha wapi sura zetu wasukuma wa mwanza
tala wametuma sms kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri,Neutral,tala wametuma sms kuhusu new charges sijui kama itaaffect sana sio mbaya sio mzuri
"Hii Little app driver alikuwa akiongea na simuuuu wakati anaendesha, ni hatari na ni ya kuninyonya 🙄",Negative,"hii little app driver alikuwa akiongea na simu wakati anaendesha, ni hatari na ni ya kuninyonya"
"Naona Faras na Bolt app fareeees ni almost same leo, maybe",Neutral,"naona faras na bolt app fares ni almost same leo, maybe"
Sawaaaaa kabisa Faras wamenipea driver mzuri na bei poa hakuna noma ✅,Positive,sawa kabisa faras wamenipea driver mzuri na bei poa hakuna noma
"Ata leo Bolt app wamenishow love, ride ilikuwa fast na safi, big up team 😎",Positive,"ata leo bolt app wamenishow love, ride ilikuwa fast na safi, big up team"
M-Pesa wamenibloki account yangu bila reason nimepiga support team mara nne hii ni noma ya kuniboo 😒,Negative,m-pesa wamenibloki account yangu bila reason nimepiga support team mara nne hii ni noma ya kuniboo
Pole sana mteja wetu kwa changamoto uliyopata wataalam wetu wanaendelea kuboresha huduma ya internet iwe yenye kasi zaidi,Positive,pole sana mteja wetu kwa changamoto uliyopata wataalam wetu wanaendelea kuboresha huduma ya internet iwe yenye kasi zaidi
Equity Bank wamesema watafanya maintenanceee leo usiku sina maoni mengi,Neutral,equity bank wamesema watafanya maintenance leo usiku sina maoni mengi
"Naskia Little app wamebadilika, fare ikienda down na huduma ni ya kunibamba 😊",Positive,"naskia little app wamebadilika, fare ikienda down na huduma ni ya kunibamba"
"Faras dere alikuwa ya kuninyonya, hakujua route, tukapotea dakika kumi, customer care wakaniboo zaidi",Negative,"faras dere alikuwa ya kuninyonya, hakujua route, tukapotea dakika kumi, customer care wakaniboo zaidi"
nimesubiri little cab for like an hour bila dere kupatikana app inanidunda,Negative,nimesubiri little cab for like an hour bila dere kupatikana app inanidunda
Faras fare kutoka CBD kwenda Westlands ni around 10kkkk depending on traffic,Neutral,faras fare kutoka cbd kwenda westlands ni around 10k depending on traffic
"Naona Faras na Little app fares ni almost same leo, sina maoni mengi",Neutral,"naona faras na little app fares ni almost same leo, sina maoni mengi"
"Love how Faras hawa wa support 'responds promptly' after only forever, true customer care 👏🏾",Negative,"love how faras hawa wa support 'responds promptly' after only forever, true customer care"
Habari pole sana kwa changamoto Kama unapata shida ya mtandao tunaomba namba yako inbox kwa msaadaKA,Positive,habari pole sana kwa changamoto kama unapata shida ya mtandao tunaomba namba yako inbox kwa msaadaka
"Kwani Little app wanafikiria sisi hatuna kazi ya kusubiri wiki nzima? Mnatuchezea saaana, na bado mnatutoza kidogo tu extra, hii ni upuuzi mtupu wa mbaya kabisa",Negative,"kwani little app wanafikiria sisi hatuna kazi ya kusubiri wiki nzima? mnatuchezea sana, na bado mnatutoza kidogo tu extra, hii ni upuuzi mtupu wa mbaya kabisa"
"Kwani Uber wanafikiria sisi hatuna kazi ya kusubiri saa nzima? Mnatuchezea saaana, na bado mnatutoza 2k extra, hii ni upuuzi mtupu wa ya hovyo",Negative,"kwani uber wanafikiria sisi hatuna kazi ya kusubiri saa nzima? mnatuchezea sana, na bado mnatutoza 2k extra, hii ni upuuzi mtupu wa ya hovyo"
sijui kama little cab ni bora kuliko uber kenya both have pros and cons,Neutral,sijui kama little cab ni bora kuliko uber kenya both have pros and cons
"Nimepoteza kidogo tu kwa M-Pesa kwa transaction iliyofail lakini hawajarudisha pesa, customer service ni wajinga",Negative,"nimepoteza kidogo tu kwa m-pesa kwa transaction iliyofail lakini hawajarudisha pesa, customer service ni wajinga"
sawa kabisa uber wamenipea dere mzuri na bei poa hakuna noma 💯,Positive,sawa kabisa uber wamenipea dere mzuri na bei poa hakuna noma
little app app inafanya kazi sawa kabisa leo no delays ata booking ilikuwa rahisi 👏🏾,Positive,little app app inafanya kazi sawa kabisa leo no delays ata booking ilikuwa rahisi
nimesubiri little app wiki nzima bila dere kupatikana app inanidunda 🤬,Negative,nimesubiri little app wiki nzima bila dere kupatikana app inanidunda
nimesubiri faras since morning bila dere kupatikana app inanidunda 😞,Negative,nimesubiri faras since morning bila dere kupatikana app inanidunda
Mimi binafsi hapo ntatafuta kazi nyingine za kufanya Dalili ndogo ndogo kama hizo sijawahi kuzipuuza,Neutral,mimi binafsi hapo ntatafuta kazi nyingine za kufanya dalili ndogo ndogo kama hizo sijawahi kuzipuuza
Unapozungukwa na watu wanaounga mkono ndoto zako utapata mafanikio haraka zaidi omba MUNGU akupe watu kama hao,Positive,unapozungukwa na watu wanaounga mkono ndoto zako utapata mafanikio haraka zaidi omba mungu akupe watu kama hao
Mi sijui Faras wanafanya nini dere hakuja for saa nzima then akacancel hii ni noma ya kuniboo,Negative,mi sijui faras wanafanya nini dere hakuja for saa nzima then akacancel hii ni noma ya kuniboo
"Sawa kabisa, Uber wamenipea rider mzuri na bei poa, hakuna noma 💯",Positive,"sawa kabisa, uber wamenipea rider mzuri na bei poa, hakuna noma"
"Shout out kwa Faras driver wa leo, alinipeleka mahali fast bila stress, poa kabisa",Positive,"shout out kwa faras driver wa leo, alinipeleka mahali fast bila stress, poa kabisa"
Wabunge wa upinzani isipokuwa baadhi ya wa Chama Cha Wananchi CUF kambi ya Ibrahim Lipumba wamesusia zoezi la kuapishwa wabunge wanne wa Chama cha Mapinduzi CCM waliochaguliwa hivi karibuni,Negative,wabunge wa upinzani isipokuwa baadhi ya wa chama cha wananchi cuf kambi ya ibrahim lipumba wamesusia zoezi la kuapishwa wabunge wanne wa chama cha mapinduzi ccm waliochaguliwa hivi karibuni
Asante Ubeeeeer kwa kunipea rider asiyejua njia exactly what I needed today 👏🏾,Negative,asante uber kwa kunipea rider asiyejua njia exactly what i needed today
Hii Uber driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kuniboo 😡,Negative,hii uber driver alikuwa akiongea na simu wakati anaendesha ni hatari na ni ya kuniboo
"Leo nimetumia Bolt kutoka town kwenda home, ride ilikuwa sio mbaya sio mzuri",Neutral,"leo nimetumia bolt kutoka town kwenda home, ride ilikuwa sio mbaya sio mzuri"
"Asante Mungu, Uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri 😂🔥",Positive,"asante mungu, uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri"
Anza kuweka akiba leo ili uweze kutimiza ndoto zako,Positive,anza kuweka akiba leo ili uweze kutimiza ndoto zako
"Wueh poa, Uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri",Positive,"wueh poa, uber promo ya leo ilinisaidia sana, nimelipa kidogo tu kwa ride nzuri"
Basi la Kampuni ya Premier limegongana uso kwa uso na lori mkoani Mbeya lenye namba za usajili T 629 AET linalofanya safari,Negative,basi la kampuni ya premier limegongana uso kwa uso na lori mkoani mbeya lenye namba za usajili t 629 aet linalofanya safari
"Airtel wameniongezea 10k bila kunieleza, hii ni wizi wa wack",Negative,"airtel wameniongezea 10k bila kunieleza, hii ni wizi wa wack"
"Bana nimetuma pesa kwa wrong number kupitia KCB app na hawawezi kurudisha, customer care ni wasee wa kuongea tu",Negative,"bana nimetuma pesa kwa wrong number kupitia kcb app na hawawezi kurudisha, customer care ni wasee wa kuongea tu"
Kuna mtu amewahi switch kutoka KCB kwenda M-Shwari? How was the process,Neutral,kuna mtu amewahi switch kutoka kcb kwenda m-shwari? how was the process
"Poa sana Telkom network imekuwa stableee leo, internet ni fya 💯",Positive,"poa sana telkom network imekuwa stable leo, internet ni fya"
asante mungu uber kenya promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri ✅,Positive,asante mungu uber kenya promo ya leo ilinisaidia sana nimelipa kidogo tu kwa ride nzuri
Kama jambo hili linakubalika kwa wote mliohudhuria hapa mimi kama Spika Lazima niwahoji  Mhe Job Ndugai  Spika wa Bunge Tanzania,Neutral,kama jambo hili linakubalika kwa wote mliohudhuria hapa mimi kama spika lazima niwahoji mhe job ndugai spika wa bunge tanzania
"Nimeangalia Equity Bank statement, kuna transactions kadhaa sijazifahamu, sio mbaya sio mzuri",Neutral,"nimeangalia equity bank statement, kuna transactions kadhaa sijazifahamu, sio mbaya sio mzuri"
"Love how Faras hawa wa support 'responds promptly' after only since morning, true customeeeeer care lol",Negative,"love how faras hawa wa support 'responds promptly' after only since morning, true customer care lol"
"Faras wametumaaa promo code kwa email, sijui kama itafanya kazi kwa app",Neutral,"faras wametuma promo code kwa email, sijui kama itafanya kazi kwa app"
UFAHAMU ZAIDI MTO AMAZONI NA MAAJABU YA KUANZA KWENDA KIYUME NYUME Ndani ya misitu ya Amazoni kuna,Neutral,ufahamu zaidi mto amazoni na maajabu ya kuanza kwenda kiyume nyume ndani ya misitu ya amazoni kuna
